Date,Platform,Text,Person,Truthfulness Category
"September 8, 2015",web,"Says Bernie Sanders opposes ""requiring all children to have a K-12 education.""",Viral image,false
"September 16, 2015",gop primary debate,"When Carly Fiorina says Hewlett-Packard ""revenues went up, that's because she bought Compaq. It was a terrible deal.""",Donald Trump,mostly-true
"September 16, 2015",cnn,"Says Donald Trump was ""forced to file for bankruptcy not once, not twice, four times.""",Carly Fiorina,mostly-true
"September 20, 2015",interview,"""We had a three-hour debate, no discussion about the national debt, very little about the economy.""",Marco Rubio,mostly-true
"September 16, 2015",presidential debate,"""There's never been a direct Supreme Court case on people who were here illegally, whether or not their kids are citizens.""",Rand Paul,mostly-true
"September 17, 2015",n.h.,"""You know our current president is (Muslim). You know he's not even an American.""  ",Town hall audience member,pants-fire
"September 16, 2015",cnn republican,"The government ""made accommodation to the Fort Hood shooter to let him grow a beard"" for religious reasons.  ",Mike Huckabee,barely-true
"September 16, 2015",cnn,"One of the Planned Parenthood videos shows ""a fully formed fetus on the table, its heart beating, its legs kicking, while someone says, 'We have to keep it alive to harvest its brain.' """,Carly Fiorina,barely-true
"September 16, 2015",gop primary debate,"Says Marco Rubio has ""the worst voting record there is today.""",Donald Trump,mostly-true
"September 16, 2015",cnn,"Says Mexico doesn't have birthright citizenship, and Americans are the ""only ones"" to have it.",Donald Trump,false
"September 16, 2015",cnn republican,"""The marijuana that kids are smoking today is not the same as the marijuana that Jeb Bush smoked 40 years ago.""    ",Carly Fiorina,true
"September 16, 2015",cnn,"""We've just now given over $100 billion"" to Iran, ""the equivalent in U.S. terms is $5 trillion.""  ",Mike Huckabee,half-true
"September 16, 2015",cnn,"""A majority of the men and women on this stage have previously and publicly embraced amnesty. I am the only candidate on this stage who has never supported amnesty.""",Ted Cruz,mostly-true
"September 16, 2015",cnn,Says Wisconsin Gov. Scott Walker turned a $1 billion surplus into a $2.2 billion budget deficit.,Donald Trump,barely-true
"September 13, 2015",nation,"""The top man at Yale Law School came out ... with just a raging report"" about former HP CEO Carly Fiorina, saying she is ""one of the worst executives in his memory in history running the company.""",Donald Trump,mostly-true
"September 13, 2015",cnn,"""I'm the only governor in America ... who signed a law that says there needs to be an independent investigation any time there's a death of someone in police custody.""",Scott Walker,true
"September 9, 2015",tweet,"""The Iran Deal will facilitate and accelerate the nation of Iran acquiring nuclear weapons.""  ",Ted Cruz,false
"September 6, 2015",facebook,"""Unions did not create"" the eight-hour work day and the 40-hour work week. ""Henry Ford did.""",Viral image,barely-true
"August 31, 2015",twitter,"""I cut state spending more than anybody (in the 2016 GOP field).""",Jeb Bush,half-true
"September 1, 2015",hampshire union-leader,"""Twenty-three million Americans suffer from addiction, but only 1 in 10 get treatment.""",Hillary Clinton,mostly-true
"September 2, 2015",morning joe,"The nuclear agreement with Iran ""never sunsets. There's no sunset in this agreement.""",John Kerry,half-true
"August 28, 2015",bill maher,"The claim that 97 percent of scientists believe humans are causing climate change has been debunked by the ""head"" of the United Nations Intergovernmental Panel on Climate Change. ""That number was pulled out of thin air.""",Rick Santorum,false
"September 25, 2015",internet,"Democratic Sens. Ed Markey, Al Franken and Jeanne Shaheen ""took Bribes From Iran … They Back Insane NUKE Deal.""",Bloggers,pants-fire
"August 28, 2015",bill maher,"""The most recent survey of climate scientists said about 57 percent don’t agree with the idea that 95 percent of the change in the climate is caused by CO2.""",Rick Santorum,false
"August 27, 2015",youtube,"The Obama administration is ""proposing to mine another 10 billion tons of Wyoming coal, which would unleash three times more carbon pollution than Obama's Clean Power Plan would even save through 2030.""",Credo Action,barely-true
"August 28, 2015",sarah palin,"""We have 93 million people out of work. They look for jobs, they give up, and all of a sudden, statistically, they're considered employed.""",Donald Trump,false
"August 30, 2015",abc,"""I'm the only (Republican) candidate that has actually reduced the size of government.""",Bobby Jindal,half-true
"August 30, 2015",abc,"""Saudi Arabia has the third-largest military budget in the entire world.""",Bernie Sanders,true
"August 24, 2015",fox,"""We’re the most highly taxed nation in the world.""",Donald Trump,false
"August 19, 2015",cnn,"""Our companies are moving into Mexico more than almost any other place right now.""",Donald Trump,half-true
"August 25, 2015",colorado,"Planned Parenthood is ""not actually doing women’s health issues.""",Jeb Bush,pants-fire
"August 19, 2015",n.h.,"""Many of the great scholars say that anchor babies are not covered"" by the 14th Amendment.",Donald Trump,half-true
"August 23, 2015",cnn,"Says ""there’s 400,000"" anchor babies born in the United States a year, which are ""individuals coming to our country and having their children so their children can be U.S. citizens.""",Corey Lewandowski,barely-true
"August 23, 2015",interview,"Says ""56 percent of (the U.S.-Mexico) border is not under our control.""",Ben Carson,half-true
"August 17, 2015",public radio,"""If I had not asked for my emails all to be made public, none of this would have been in the public arena.""",Hillary Clinton,barely-true
"August 11, 2015",magazine,"""There's not a single, solitary example that"" signing the bill to end Glass-Steagall ""had anything to do with the financial crash.""",Bill Clinton,mostly-true
"August 16, 2015",policy plan,"""The annual cost of free tax credits alone paid to illegal immigrants quadrupled to $4.2 billion in 2011.""",Donald Trump,half-true
"August 9, 2015",abc,"""You’re more likely to get struck by lightning in Texas"" than find in-person voter fraud.",Cory Booker,true
"August 13, 2015",social media,"Says 57 percent of federal spending goes to the military and just 1 percent goes to food and agriculture, including food stamps.",Facebook posts,false
"August 16, 2015",fox,"The number of people who ""believe in socialism ... is increasing.""",Ben Carson,half-true
"August 16, 2015",interview,"Says ""if the (Iran nuclear) deal gets rejected, they still get"" $150 billion.",Donald Trump,half-true
"August 16, 2015",interview,"""We spend almost twice as much per capita on health care as do the people of any other country.""",Bernie Sanders,false
"August 10, 2015",twitter,"""F: The grade given to Florida for college affordability under Jeb Bush's leadership.""",Hillary Clinton,half-true
"August 10, 2015",twitter,"There has been a 100 percent ""increase in student debt under this Democratic White House.""",Jeb Bush,half-true
"August 6, 2015",presidential debate,"""One of the reasons that Social Security is in so much trouble is that the only funding stream comes from people who get a wage. The people who get wages is declining dramatically.""",Mike Huckabee,barely-true
"August 6, 2015",gop primary debate,"""Over 40 percent of small and mid-size banks that loan money to small businesses have been wiped out since Dodd-Frank has passed.""",Marco Rubio,barely-true
"August 6, 2015",presidential debate,"Says Donald Trump has ""changed his mind"" on abortion.",Carly Fiorina,true
"August 9, 2015",nation,"""Every poll said I won the debate.""",Donald Trump,half-true
"July 31, 2015",fla.,"""African-American children are 500 percent more likely to die from asthma than white kids.""",Hillary Clinton,true
"August 9, 2015",cnn,"""If you look at the results of Obamacare, what you see is emergency room visits are up over 50 percent.""",Carly Fiorina,barely-true
"August 9, 2015",press interview,"""Some of the things that (Megyn Kelly) said, I didn’t say.""",Donald Trump,false
"August 9, 2015",george stephanopoulos,"Says he was ""one of the chief architects"" of balancing the federal budget.",John Kasich,mostly-true
"August 6, 2015",republican,"""Ukraine was a nuclear-armed state. They gave away their nuclear arms with the understanding that we would protect them.""",Ben Carson,false
"August 6, 2015",cleveland,"""A majority of the candidates on this stage have supported amnesty ... I have never supported amnesty.""",Ted Cruz,mostly-true
"August 6, 2015",cleveland,"""The Fourth Amendment was what we fought the Revolution over. John Adams said it was the spark that led to our war for independence.""",Rand Paul,mostly-true
"August 6, 2015",cleveland,"Says Hillary Clinton has ""been in office and in government longer than anybody else running here tonight.""",Marco Rubio,barely-true
"August 6, 2015",republican,"""$700 billion was robbed (from Medicare) to pay for Obamacare.""",Mike Huckabee,half-true
"August 6, 2015",republican,"Illegal immigration ""wasn’t a subject that was on anybody’s mind until I brought it up at my announcement.""",Donald Trump,false
"August 6, 2015",cleveland,"""I took the state of Ohio from an $8 billion hole … to a $2 billion surplus.""",John Kasich,mostly-true
"August 6, 2015",cleveland,"""The Mexican government ... they send the bad ones over.""",Donald Trump,pants-fire
